FileName,SPDXID,LicenseConcluded,LicenseComment,LicenseInfoInFile,FileCopyrightText
aswf-digital-assets-1.0.license,SPDXRef-item2665,NOASSERTION,,"  
  BSD-2-Clause AND   
  ASWF-Digital-Assets-1.0 AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
aswf-digital-assets-1.1.license,SPDXRef-item3294,NOASSERTION,,"  
  BSD-2-Clause AND   
  LicenseRef-fossology-UnclassifiedLicense AND   
  ASWF-Digital-Assets-1.1",NOASSERTION
ati-eula.license,SPDXRef-item4313,NOASSERTION,,"      
  LicenseRef-scancode-ati-eula AND       
  LicenseRef-scancode-proprietary-license AND   
  LicenseRef-fossology-ATI-EULA",NOASSERTION
atkinson-hyperlegible-font.license,SPDXRef-item4368,NOASSERTION,,"  
  LicenseRef-fossology-MIT-style AND       
  LicenseRef-scancode-atkinson-hyperlegible-font",NOASSERTION
atlassian-marketplace-tou.license,SPDXRef-item4238,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-atlassian-marketplace-tou",NOASSERTION
atmel-firmware.license,SPDXRef-item3034,NOASSERTION,,"  
  LicenseRef-fossology-See-URL AND       
  LicenseRef-scancode-atmel-firmware",NOASSERTION
atmel-linux-firmware.license,SPDXRef-item3757,NOASSERTION,,"      
  LicenseRef-scancode-atmel-linux-firmware",NOASSERTION
atmel-microcontroller.license,SPDXRef-item3458,NOASSERTION,,"  
  BSD-3-Clause AND       
  LicenseRef-scancode-atmel-microcontroller",NOASSERTION
atmosphere-0.4.license,SPDXRef-item4193,NOASSERTION,,"      
  LicenseRef-scancode-atmosphere-0.4 AND   
  LicenseRef-fossology-GPL AND   
  Apache-2.0",NOASSERTION
attribution-php.license,SPDXRef-item3696,NOASSERTION,,"  
  AAL AND       
  LicenseRef-scancode-public-domain-disclaimer",NOASSERTION
attribution.license,SPDXRef-item3891,NOASSERTION,,"  
  AAL AND       
  LicenseRef-scancode-free-unknown",NOASSERTION
authorizenet-sdk.license,SPDXRef-item3365,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-warranty-disclaimer AND       
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-free-unknown AND       
  LicenseRef-scancode-proprietary-license",NOASSERTION
autoconf-exception-2.0.license,SPDXRef-item3571,NOASSERTION,,"      
  LicenseRef-scancode-autoconf-simple-exception-2.0 AND   
  GPL-2.0-or-later AND   
  Autoconf-exception-generic AND   
  Autoconf-exception-3.0 AND   
  Autoconf-exception-2.0",NOASSERTION
autoconf-exception-3.0.license,SPDXRef-item2688,NOASSERTION,,"  
  GPL-3.0-or-later AND   
  Autoconf-exception-3.0 AND   
  GPL-3.0-only",NOASSERTION
autoconf-macro-exception.license,SPDXRef-item4937,NOASSERTION,,"  
  Autoconf-exception-3.0 AND   
  GPL-3.0-only AND   
  Autoconf-exception-macro AND       
  LicenseRef-scancode-autoconf-macro-exception AND   
  LicenseRef-fossology-Autoconf-exception",NOASSERTION
autoconf-simple-exception-2.0.license,SPDXRef-item3439,NOASSERTION,,"  
  GPL-1.0-or-later AND   
  GPL-2.0-only AND   
  Autoconf-exception-3.0 AND   
  LicenseRef-fossology-Autoconf-exception AND   
  Autoconf-exception-generic AND       
  LicenseRef-scancode-autoconf-simple-exception-2.0",NOASSERTION
autoconf-simple-exception.license,SPDXRef-item4974,NOASSERTION,,"  
  GPL-3.0-only AND       
  LicenseRef-scancode-autoconf-simple-exception AND   
  Autoconf-exception-generic-3.0 AND   
  Autoconf-exception-3.0 AND   
  LicenseRef-fossology-Autoconf-exception",NOASSERTION
autodesk-3d-sft-3.0.license,SPDXRef-item3550,NOASSERTION,,"      
  LicenseRef-scancode-warranty-disclaimer AND       
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-infineon-free AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
autoit-eula.license,SPDXRef-item3794,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-autoit-eula",NOASSERTION
autoopts-exception-2.0.license,SPDXRef-item5066,NOASSERTION,,"  
  GPL-2.0-or-later AND       
  LicenseRef-scancode-autoopts-exception-2.0 AND   
  LicenseRef-fossology-linking-exception",NOASSERTION
avisynth-c-interface-exception.license,SPDXRef-item3041,NOASSERTION,,"      
  LicenseRef-scancode-avisynth-c-exception AND   
  LicenseRef-fossology-GPL",NOASSERTION
avisynth-linking-exception.license,SPDXRef-item3482,NOASSERTION,,"      
  LicenseRef-scancode-avisynth-linking-exception AND   
  LicenseRef-fossology-GPL",NOASSERTION
avsystem-5-clause.license,SPDXRef-item3791,NOASSERTION,,"  
  LicenseRef-fossology-Non-commercial AND       
  LicenseRef-scancode-proprietary-license AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
bacula-exception.license,SPDXRef-item3147,NOASSERTION,,"  
  AGPL-3.0-only AND   
  LicenseRef-fossology-OpenSSL-exception AND       
  LicenseRef-scancode-bacula-exception",NOASSERTION
baekmuk-fonts.license,SPDXRef-item4085,NOASSERTION,,"  
  Baekmuk",NOASSERTION
bahyph.license,SPDXRef-item4463,NOASSERTION,,"  
  Bahyph",NOASSERTION
bakoma-fonts-1995.license,SPDXRef-item3597,NOASSERTION,,"  
  LicenseRef-fossology-See-URL AND       
  LicenseRef-scancode-bakoma-fonts-1995",NOASSERTION
bapl-1.0.license,SPDXRef-item2646,NOASSERTION,,"  
  LicenseRef-fossology-Non-commercial AND       
  LicenseRef-scancode-bapl-1.0",NOASSERTION
barr-tex.license,SPDXRef-item2698,NOASSERTION,,"  
  Barr",NOASSERTION
bash-exception-gpl.license,SPDXRef-item4526,NOASSERTION,,"  
  GPL-1.0-or-later AND   
  GPL-1.0-only AND       
  LicenseRef-scancode-bash-exception-gpl-2.0 AND   
  GPL-2.0-only",NOASSERTION
bcrypt-solar-designer.license,SPDXRef-item3645,NOASSERTION,,"      
  LicenseRef-scancode-other-permissive AND       
  LicenseRef-scancode-public-domain AND   
  LicenseRef-fossology-Public-domain",NOASSERTION
bea-2.1.license,SPDXRef-item4900,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-bea-2.1",NOASSERTION
beal-screamer.license,SPDXRef-item4683,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-beal-screamer",NOASSERTION
beerware.license,SPDXRef-item4074,NOASSERTION,,"  
  Beerware",NOASSERTION
beri-hw-sw-1.0.license,SPDXRef-item4854,NOASSERTION,,"  
  Apache-2.0 AND       
  LicenseRef-scancode-unknown-license-reference AND   
  SHL-0.5",NOASSERTION
bigcode-open-rail-m-v1.license,SPDXRef-item5096,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND   
  LicenseRef-fossology-Non-commercial AND       
  LicenseRef-scancode-warranty-disclaimer",NOASSERTION
bigdigits.license,SPDXRef-item2781,NOASSERTION,,"      
  LicenseRef-scancode-bigdigits AND   
  MPL-2.0",NOASSERTION
bigelow-holmes.license,SPDXRef-item3643,NOASSERTION,,"      
  LicenseRef-scancode-bigelow-holmes AND   
  Lucida-Bitmap-Fonts",NOASSERTION
bigscience-open-rail-m.license,SPDXRef-item5201,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
bigscience-rail-1.0.license,SPDXRef-item4660,NOASSERTION,,"      
  LicenseRef-scancode-warranty-disclaimer AND       
  LicenseRef-scancode-unknown-license-reference AND   
  Apache-2.0",NOASSERTION
binary-linux-firmware-patent.license,SPDXRef-item2995,NOASSERTION,,"      
  LicenseRef-scancode-binary-linux-firmware-patent AND       
  LicenseRef-scancode-free-unknown AND   
  LicenseRef-fossology-See-URL",NOASSERTION
binary-linux-firmware.license,SPDXRef-item4606,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND   
  BSD-3-Clause AND       
  LicenseRef-scancode-binary-linux-firmware",NOASSERTION
biopython.license,SPDXRef-item4735,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-biopython",NOASSERTION
biosl-4.0.license,SPDXRef-item4369,NOASSERTION,,NOASSERTION,NOASSERTION
bison-exception-2.0.license,SPDXRef-item3735,NOASSERTION,,"  
  LicenseRef-fossology-Bison-exception AND   
  GPL-2.0-or-later AND       
  LicenseRef-scancode-bison-exception-2.0",NOASSERTION
bison-exception-2.2.license,SPDXRef-item3143,NOASSERTION,,"  
  LicenseRef-fossology-GPL-2.0+ with bison-exception AND   
  Bison-exception-2.2 AND   
  GPL-2.0-or-later",NOASSERTION
bitstream.license,SPDXRef-item2699,NOASSERTION,,"  
  LicenseRef-fossology-Bitstream AND   
  Bitstream-Vera",NOASSERTION
bittorrent-1.0.license,SPDXRef-item2855,NOASSERTION,,"  
  BitTorrent-1.0 AND       
  LicenseRef-scancode-unknown-license-reference AND   
  LicenseRef-fossology-Jabber AND       
  LicenseRef-scancode-free-unknown",NOASSERTION
bittorrent-1.1.license,SPDXRef-item2911,NOASSERTION,,"      
  LicenseRef-scancode-free-unknown AND   
  BitTorrent-1.1 AND       
  LicenseRef-scancode-unknown-license-reference AND   
  BitTorrent-1.0",NOASSERTION
bittorrent-1.2.license,SPDXRef-item3506,NOASSERTION,,"  
  LicenseRef-fossology-BitTorrent AND   
  BitTorrent-1.0 AND   
  BitTorrent-1.1 AND       
  LicenseRef-scancode-free-unknown AND       
  LicenseRef-scancode-bittorrent-1.2",NOASSERTION
bittorrent-eula.license,SPDXRef-item5043,NOASSERTION,,"  
  LicenseRef-fossology-Non-commercial AND       
  LicenseRef-scancode-proprietary-license AND       
  LicenseRef-scancode-bittorrent-eula",NOASSERTION
bitwarden-1.0.license,SPDXRef-item3580,NOASSERTION,,"  
  LicenseRef-fossology-Non-commercial AND       
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-bitwarden-1.0",NOASSERTION
bitzi-pd.license,SPDXRef-item3193,NOASSERTION,,"  
  LicenseRef-fossology-Public-domain AND       
  LicenseRef-scancode-public-domain AND       
  LicenseRef-scancode-bitzi-pd",NOASSERTION
blas-2017.license,SPDXRef-item4654,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND   
  LicenseRef-fossology-Freeware AND       
  LicenseRef-scancode-blas-2017",NOASSERTION
blender-2010.license,SPDXRef-item4395,NOASSERTION,,"  
  GPL-1.0-or-later AND   
  LicenseRef-fossology-GPL AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
blessing.license,SPDXRef-item5217,NOASSERTION,,"  
  blessing AND       
  LicenseRef-scancode-public-domain",NOASSERTION
blitz-artistic.license,SPDXRef-item3565,NOASSERTION,,"  
  Artistic-1.0 AND       
  LicenseRef-scancode-blitz-artistic AND   
  Artistic-2.0",NOASSERTION
bloomberg-blpapi.license,SPDXRef-item4499,NOASSERTION,,"      
  LicenseRef-scancode-bloomberg-blpapi AND   
  LicenseRef-fossology-MIT-style AND   
  MIT",NOASSERTION
blue-oak-model-license.license,SPDXRef-item4586,NOASSERTION,,"  
  BlueOak-1.0.0",NOASSERTION
blueoak-1.0.0.license,SPDXRef-item5185,NOASSERTION,,"  
  BlueOak-1.0.0 AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
bohl-0.2.license,SPDXRef-item4030,NOASSERTION,,"  
  LicenseRef-fossology-GPL AND       
  LicenseRef-scancode-bohl-0.2",NOASSERTION
boost-1.0.license,SPDXRef-item2631,NOASSERTION,,"  
  BSL-1.0 AND       
  LicenseRef-scancode-free-unknown",NOASSERTION
boost-original.license,SPDXRef-item3301,NOASSERTION,,"  
  LicenseRef-fossology-MIT-style AND       
  LicenseRef-scancode-boost-original",NOASSERTION
bootloader-exception.license,SPDXRef-item4393,NOASSERTION,,"  
  Bootloader-exception AND   
  GPL-2.0-or-later AND   
  GPL-2.0-only",NOASSERTION
borceux.license,SPDXRef-item4458,NOASSERTION,,"  
  Borceux",NOASSERTION
boutell-libgd-2021.license,SPDXRef-item4980,NOASSERTION,,"      
  LicenseRef-scancode-mit-veillard-variant AND   
  LicenseRef-fossology-MIT-CMU-style AND       
  LicenseRef-scancode-libpbm AND   
  HPND-Pbmplus",NOASSERTION
bpel4ws-spec.license,SPDXRef-item4361,NOASSERTION,,"      
  LicenseRef-scancode-bpel4ws-spec AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
bpmn-io.license,SPDXRef-item2687,NOASSERTION,,"      
  LicenseRef-scancode-bpmn-io AND   
  MIT",NOASSERTION
brad-martinez-vb-32.license,SPDXRef-item3702,NOASSERTION,,"      
  LicenseRef-scancode-brad-martinez-vb-32",NOASSERTION
brankas-open-license-1.0.license,SPDXRef-item3001,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-warranty-disclaimer AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
brent-corkum.license,SPDXRef-item3103,NOASSERTION,,"  
  LicenseRef-fossology-Public-domain AND       
  LicenseRef-scancode-brent-corkum",NOASSERTION
brian-clapper.license,SPDXRef-item5087,NOASSERTION,,"  
  LicenseRef-fossology-BSD-style AND       
  LicenseRef-scancode-brian-clapper",NOASSERTION
brian-gladman-3-clause.license,SPDXRef-item4333,NOASSERTION,,"  
  LicenseRef-fossology-BSD-style AND       
  LicenseRef-scancode-brian-gladman-3-clause",NOASSERTION
brian-gladman-dual.license,SPDXRef-item3402,NOASSERTION,,"  
  GPL-1.0-or-later AND   
  LicenseRef-fossology-Dual-license AND   
  LicenseRef-fossology-BSD AND   
  BSD-3-Clause AND   
  GPL-2.0-or-later AND       
  LicenseRef-scancode-brian-gladman-3-clause AND   
  GPL-2.0-only",NOASSERTION
brian-gladman.license,SPDXRef-item3981,NOASSERTION,,"      
  LicenseRef-scancode-brian-gladman AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
broadcom-cfe.license,SPDXRef-item4106,NOASSERTION,,"  
  LicenseRef-fossology-HP-DEC-style AND       
  LicenseRef-scancode-broadcom-cfe",NOASSERTION
broadcom-commercial.license,SPDXRef-item3815,NOASSERTION,,"      
  LicenseRef-scancode-broadcom-commercial AND   
  LicenseRef-fossology-Non-commercial",NOASSERTION
broadcom-confidential.license,SPDXRef-item3877,NOASSERTION,,"      
  LicenseRef-scancode-broadcom-confidential",NOASSERTION
broadcom-dual.license,SPDXRef-item3282,NOASSERTION,,"  
  GPL-2.0-or-later AND   
  GPL-2.0-only AND       
  LicenseRef-scancode-commercial-license AND   
  GPL-1.0-or-later",NOASSERTION
broadcom-linking-exception-2.0.license,SPDXRef-item4668,NOASSERTION,,"      
  LicenseRef-scancode-bcm-linking-exception-2.0 AND       
  LicenseRef-scancode-commercial-license AND   
  GPL-2.0-only",NOASSERTION
broadcom-linking-unmodified.license,SPDXRef-item4766,NOASSERTION,,"      
  LicenseRef-scancode-proprietary-license AND   
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-broadcom-linking-unmodified AND   
  GPL-2.0-only",NOASSERTION
broadcom-linux-firmware.license,SPDXRef-item4241,NOASSERTION,,"      
  LicenseRef-scancode-broadcom-linux-firmware AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
broadcom-linux-timer.license,SPDXRef-item3689,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-broadcom-linux-timer",NOASSERTION
broadcom-opus-patent.license,SPDXRef-item5156,NOASSERTION,,"      
  LicenseRef-scancode-proprietary-license AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
broadcom-proprietary.license,SPDXRef-item4261,NOASSERTION,,"      
  LicenseRef-scancode-broadcom-proprietary AND       
  LicenseRef-scancode-proprietary-license AND   
  LicenseRef-fossology-Public-domain",NOASSERTION
broadcom-raspberry-pi.license,SPDXRef-item4969,NOASSERTION,,"      
  LicenseRef-scancode-broadcom-raspberry-pi",NOASSERTION
broadcom-standard-terms.license,SPDXRef-item3856,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-broadcom-standard-terms",NOASSERTION
broadcom-unmodified-exception.license,SPDXRef-item2867,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND   
  GPL-2.0-only AND       
  LicenseRef-scancode-broadcom-linking-unmodified AND       
  LicenseRef-scancode-proprietary-license",NOASSERTION
broadcom-unpublished-source.license,SPDXRef-item3899,NOASSERTION,,"  
  LicenseRef-fossology-COMMERCIAL AND       
  LicenseRef-scancode-unpublished-source",NOASSERTION
broadcom-wiced.license,SPDXRef-item5058,NOASSERTION,,"  
  LicenseRef-fossology-Non-commercial AND       
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-broadcom-wiced",NOASSERTION
broadleaf-fair-use.license,SPDXRef-item3885,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND   
  LicenseRef-fossology-See-URL AND       
  LicenseRef-scancode-broadleaf-fair-use",NOASSERTION
brocade-firmware.license,SPDXRef-item4165,NOASSERTION,,"  
  LicenseRef-fossology-BSD-style AND       
  LicenseRef-scancode-brocade-firmware",NOASSERTION
bruno-podetti.license,SPDXRef-item3460,NOASSERTION,,"  
  LicenseRef-fossology-Public-domain AND       
  LicenseRef-scancode-bruno-podetti",NOASSERTION
bsd-1-clause-build.license,SPDXRef-item3894,NOASSERTION,,"  
  BSD-1-Clause AND   
  LicenseRef-fossology-BSD-possibility AND       
  LicenseRef-scancode-bsd-1-clause-build",NOASSERTION
bsd-1-clause.license,SPDXRef-item3792,NOASSERTION,,"  
  BSD-1-Clause",NOASSERTION
bsd-1988.license,SPDXRef-item4924,NOASSERTION,,"  
  LicenseRef-fossology-BSD-style AND       
  LicenseRef-scancode-flex-2.5",NOASSERTION
bsd-2-clause-first-lines.license,SPDXRef-item2851,NOASSERTION,,"  
  BSD-2-Clause AND   
  FreeBSD-DOC",NOASSERTION
bsd-2-clause-freebsd.license,SPDXRef-item3557,NOASSERTION,,"  
  BSD-2-Clause-Views AND   
  LicenseRef-fossology-BSD-2-Clause-FreeBSD",NOASSERTION
bsd-2-clause-netbsd.license,SPDXRef-item4203,NOASSERTION,,"  
  BSD-2-Clause",NOASSERTION
bsd-2-clause-plus-advertizing.license,SPDXRef-item3774,NOASSERTION,,"  
  BSD-2-Clause AND       
  LicenseRef-scancode-bsd-2-clause-plus-advertizing",NOASSERTION
bsd-2-clause-views.license,SPDXRef-item4666,NOASSERTION,,"  
  BSD-2-Clause-Views AND   
  BSD-2-Clause AND   
  LicenseRef-fossology-BSD-2-Clause-FreeBSD",NOASSERTION
bsd-3-clause-devine.license,SPDXRef-item4336,NOASSERTION,,"  
  LicenseRef-fossology-BSD-style AND       
  LicenseRef-scancode-bsd-3-clause-devine AND   
  BSD-3-Clause AND   
  LicenseRef-fossology-AGPL-3.0-or-later",NOASSERTION
bsd-3-clause-fda.license,SPDXRef-item3305,NOASSERTION,,"  
  LicenseRef-fossology-BSD-style AND   
  BSD-3-Clause AND       
  LicenseRef-scancode-bsd-3-clause-fda",NOASSERTION
bsd-3-clause-hp.license,SPDXRef-item4631,NOASSERTION,,"  
  BSD-3-Clause AND   
  BSD-3-Clause-HP",NOASSERTION
bsd-3-clause-jtag.license,SPDXRef-item3558,NOASSERTION,,"  
  BSD-3-Clause AND   
  LicenseRef-fossology-BSD-style AND       
  LicenseRef-scancode-bsd-3-clause-jtag",NOASSERTION
bsd-3-clause-no-change.license,SPDXRef-item4820,NOASSERTION,,"      
  LicenseRef-scancode-bsd-3-clause-no-change AND   
  BSD-3-Clause-HP AND   
  BSD-3-Clause",NOASSERTION
bsd-3-clause-no-military.license,SPDXRef-item3904,NOASSERTION,,"  
  BSD-3-Clause-No-Military-License AND   
  BSD-3-Clause",NOASSERTION
bsd-3-clause-no-nuclear-warranty.license,SPDXRef-item5121,NOASSERTION,,"  
  BSD-3-Clause AND   
  BSD-3-Clause-No-Nuclear-License AND   
  BSD-3-Clause-No-Nuclear-Warranty",NOASSERTION
bsd-3-clause-no-trademark.license,SPDXRef-item4977,NOASSERTION,,"      
  LicenseRef-scancode-bsd-3-clause-no-trademark AND   
  BSD-3-Clause-HP AND   
  BSD-3-Clause",NOASSERTION
bsd-3-clause-open-mpi.license,SPDXRef-item5210,NOASSERTION,,"  
  BSD-3-Clause AND   
  BSD-3-Clause-Open-MPI",NOASSERTION
bsd-3-clause-sun.license,SPDXRef-item4482,NOASSERTION,,"  
  BSD-3-Clause-No-Nuclear-Warranty AND   
  BSD-3-Clause AND       
  LicenseRef-scancode-bsd-3-clause-sun AND   
  BSD-3-Clause-No-Nuclear-License",NOASSERTION
bsd-4-clause-shortened.license,SPDXRef-item4774,NOASSERTION,,"  
  BSD-4-Clause-Shortened",NOASSERTION
bsd-ack-carrot2.license,SPDXRef-item4163,NOASSERTION,,"  
  BSD-3-Clause AND       
  LicenseRef-scancode-bsd-ack-carrot2",NOASSERTION
bsd-ack.license,SPDXRef-item4506,NOASSERTION,,"  
  BSD-3-Clause-Attribution",NOASSERTION
bsd-advertising-acknowledgement.license,SPDXRef-item4922,NOASSERTION,,"  
  BSD-Advertising-Acknowledgement AND       
  LicenseRef-scancode-other-permissive AND   
  BSD-3-Clause-Attribution",NOASSERTION
bsd-artwork.license,SPDXRef-item4797,NOASSERTION,,"      
  LicenseRef-scancode-bsd-artwork AND   
  LicenseRef-fossology-See-URL AND       
  LicenseRef-scancode-other-permissive",NOASSERTION
bsd-atmel.license,SPDXRef-item4897,NOASSERTION,,"      
  LicenseRef-scancode-bsd-atmel AND   
  BSD-Source-Code AND   
  LicenseRef-fossology-BSD-style",NOASSERTION
